caseid,casenum,cohort,schoolid,rural,gender,math_07,math_08,math_09,math_10,math_11,math_12,mothed,fathed
1312,6609,2,123,0,1,63.01,57.85,68.29,76.71,76.51,77.59,4,5
1313,4454,2,123,0,1,67.72,72.83,71.66,78.03,81.35,NA,3,4
1314,2199,2,123,0,1,58.05,64.05,70.04,74.64,77.62,77.89,5,5
1315,1473,2,123,0,1,61.73,71.46,68.69,76.12,78.35,80.82,2,2
1316,3500,2,123,0,0,54.63,54.21,64.35,67.61,70.29,NA,4,4
1317,5713,2,123,0,0,53.44,60.01,66.57,78.45,68.29,76.26,4,4
1318,4991,2,123,0,0,53.09,54.67,56.25,66.01,65.07,72.08,2,2
1319,3203,2,123,0,0,50.38,48.49,64.44,73.96,75.63,75.58,2,5
1320,3583,2,124,0,1,47.83,47.89,49.38,63.34,70.43,70.33,2,1
1321,4922,2,124,0,1,45.48,57.94,54.52,65.28,62.43,65.19,2,2
1322,4248,2,124,0,0,56.3,63.81,71.31,76.35,74.09,71.82,2,2
1323,1764,2,124,0,0,NA,NA,51.35,NA,NA,70.37,2,2
1324,3174,2,124,0,0,43.92,38.26,41.7,51.43,53.05,52.28,2,2
1325,5598,2,124,0,1,42.32,44.37,48.93,51.94,60.19,NA,3,2
1326,2228,2,124,0,0,34.74,42.11,43.65,34.96,43.54,41.99,2,4
1327,2609,2,124,0,1,52.04,54.58,53.31,62.09,NA,NA,2,NA
1328,1883,2,124,0,0,38.79,NA,NA,NA,NA,NA,3,1
1329,6047,2,124,0,1,46.69,40.47,48.7,56.63,49.95,43.89,2,2
1330,4181,2,124,0,0,61.93,67.37,75.33,77.1,85.31,87.29,2,2
1331,6107,2,124,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1332,2870,2,124,0,0,46.5,48.53,50.55,54.11,55.81,56.89,2,2
1333,5036,2,124,0,1,31.23,34.05,35.41,35.9,36.38,33.32,1,1
1334,2867,2,124,0,0,46.1,57.95,63.47,63.59,67.77,67.96,3,3
1335,6526,2,124,0,0,53.01,66.58,66,72.18,76.42,NA,4,4
1336,4254,2,124,0,1,41.69,39.75,37.95,44.3,46.36,46.92,2,2
1337,5394,2,124,0,0,50.69,60.59,68.66,68.41,65.13,68.14,2,3
1338,2391,2,124,0,1,50.61,53.49,55.77,67.96,69.82,71.47,2,2
1339,2986,2,124,0,1,40.05,41.05,45.7,48.57,53.47,NA,2,5
1340,6820,2,124,0,0,40.1,42.17,43.08,NA,NA,NA,1,1
1341,4311,2,124,0,0,34.54,33.76,30.52,NA,NA,NA,3,1
1342,1138,2,124,0,0,41.94,43.92,37.21,44.91,NA,NA,2,NA
1343,4332,2,124,0,0,46.32,56.22,63.94,67.86,70.55,NA,2,2
1344,1380,2,124,0,0,41.85,45.8,NA,NA,NA,NA,1,1
1345,1828,2,124,0,1,56.55,60.47,63.4,64.2,66.51,64.68,2,4
1346,6824,2,124,0,0,47.99,50.88,55.69,59.11,NA,NA,2,2
1347,6346,2,124,0,0,53.29,63.12,65.85,59.03,66.5,66.29,2,2
1348,3920,2,124,0,0,46.68,40.48,44.24,49.29,52.15,51.6,2,3
1349,1890,2,124,0,0,39.22,34.72,37.79,31.9,37.68,37.24,2,2
1350,1487,2,124,0,1,51.2,59.55,64.6,64.69,65.17,64.97,2,1
1351,4703,2,124,0,0,34.65,44.38,52.21,55.29,56.41,57.52,2,1
1352,6453,2,124,0,0,31.02,28.57,34.1,NA,NA,NA,1,1
1353,5455,2,124,0,0,40.14,52.84,44.83,39.54,49.67,55.53,4,5
1354,3327,2,124,0,0,60.08,53.39,60.31,73.64,72.7,75.31,NA,NA
1355,1576,2,124,0,1,44.84,45.91,51.36,60.06,51.85,35.71,2,2
1356,3466,2,124,0,0,41.46,43.12,50.82,54.68,61.56,NA,2,4
1357,5630,2,124,0,1,60.56,64.66,70.64,72.59,78.43,78.62,2,NA
1358,3898,2,124,0,1,43.64,48.32,45.34,53.35,51.65,47.67,1,1
1359,3614,2,124,0,0,49.74,64.42,63,59.48,64.63,68.93,2,3
1360,6287,2,124,0,0,NA,NA,NA,NA,NA,NA,3,NA
1361,1634,2,124,0,1,44.34,45.94,44.59,54.83,51.1,53.63,2,2
1362,2956,2,124,0,0,56.38,58.24,66.48,64.38,63.2,65.48,4,3
1363,4104,2,124,0,0,56.48,63.76,65.48,68.62,76,77.66,2,2
1364,2583,2,124,0,0,45.5,52.13,67.34,69.08,68.13,70.56,2,3
1365,6867,2,124,0,0,55.23,58.53,65.62,65.87,70.36,60.07,2,2
1366,2488,2,124,0,0,49.2,41.78,52.18,67.72,64.41,59.55,2,2
1367,2590,2,124,0,0,40.97,44.56,45.41,51.61,48.83,46.05,1,3
1368,3800,2,124,0,1,38.12,40.95,37.35,41.36,48.71,47.76,1,2
1369,3929,2,124,0,0,33.4,31.1,36.55,34.05,38.08,37.68,2,4
1370,2194,2,124,0,1,46.58,55.08,57.42,60.49,61.13,56.92,1,1
1371,5716,2,124,0,1,39.79,37.12,51.04,50.95,55.18,54.99,2,2
1372,6046,2,124,0,1,47.85,53.47,56.94,66.77,66.53,66.28,2,1
1373,3263,2,124,0,0,47.42,46.01,50.97,58.63,62.18,66.09,2,2
1374,4752,2,124,0,1,39.75,46.31,49.11,46.39,51.32,51.15,4,2
1375,3295,2,124,0,0,40.81,38.64,35.62,32.6,NA,NA,3,2
1376,5814,2,124,0,0,48.12,NA,NA,NA,NA,NA,2,4
1377,1316,2,124,0,0,35.58,50.12,48.16,51.47,54.74,55.3,2,5
1378,3892,2,124,0,0,56.22,NA,NA,68.79,66.1,63.4,4,4
1379,3311,2,124,0,0,53.66,NA,NA,62.29,65.33,73.84,2,1
1380,5252,2,124,0,0,61.3,61.4,66.51,76.02,81,69.9,3,3
1381,4381,2,124,0,0,39,40.15,30.91,48.51,37.22,41.45,2,2
1382,2189,2,124,0,1,56.74,67.82,72.92,75.72,78.51,83.83,4,2
1383,6632,2,126,0,0,37.04,38.96,40.88,46.71,51.24,46.13,5,2
1384,4567,2,126,0,0,61.73,66.12,70.51,NA,NA,NA,NA,NA
1385,4165,2,126,0,1,59.18,67.44,75.7,75.38,80.51,81.63,4,NA
1386,3814,2,126,0,1,42.21,46.4,50.58,52.4,55.6,49.28,2,1
1387,4020,2,126,0,0,35.14,NA,NA,52.8,NA,NA,2,2
1388,4466,2,126,0,0,47.53,NA,NA,NA,NA,NA,1,2
1389,1713,2,126,0,1,48.85,52.06,55.27,NA,NA,NA,1,NA
1390,3921,2,126,0,1,63.11,70.49,77.87,79.66,86.84,84.56,2,4
1391,6479,2,126,0,0,34.75,37.05,39.34,58.03,NA,NA,1,1
1392,6722,2,126,0,1,65.93,71.65,77.36,82.91,81.35,84.54,3,4
1393,4969,2,126,0,1,41.89,48.17,54.45,NA,NA,46.9,3,5
1394,2386,2,126,0,1,60.05,60.67,61.28,64.59,70.87,68.86,2,2
1395,6051,2,126,0,1,68.47,75.53,82.58,87.58,90.45,92.14,4,4
1396,1527,2,126,0,0,57.22,61.81,66.39,73.42,63.96,68.8,4,4
1397,4266,2,126,0,1,74.03,83.98,93.92,95.26,97.39,100.16,4,4
1398,3805,2,126,0,0,51.29,NA,NA,NA,NA,NA,2,2
1399,4411,2,126,0,0,36.46,NA,NA,NA,NA,NA,2,3
1400,3440,2,126,0,0,62.45,NA,NA,NA,76.38,72.2,3,4
1401,3679,2,126,0,0,45.91,NA,NA,NA,NA,NA,4,1
1402,1285,2,126,0,1,61.48,NA,NA,NA,NA,NA,1,NA
1403,1443,2,126,0,1,63.03,73.9,84.76,85.79,83.38,86.92,2,2
1404,2352,2,126,0,1,65.53,70.37,75.21,79.92,89.91,89.96,2,2
1405,2626,2,126,0,0,45.63,NA,NA,NA,NA,NA,2,2
1406,4457,2,126,0,1,49.06,56.65,64.23,NA,NA,NA,2,2
1407,5644,2,126,0,0,53.33,NA,NA,NA,NA,NA,2,4
1408,2897,2,126,0,1,44.53,46.62,48.71,NA,NA,44.44,5,5
1409,1073,2,126,0,0,55.85,62.97,70.08,74.62,75.08,74.75,2,2
1410,1994,2,126,0,0,53.99,NA,NA,NA,NA,NA,4,4
1411,3595,2,126,0,1,51.18,54.8,58.42,66.76,34.48,NA,2,2
1412,6763,2,126,0,0,65.57,74.57,83.58,NA,NA,NA,2,4
1413,2311,2,126,0,0,35.56,NA,NA,NA,NA,NA,NA,NA
1414,5301,2,126,0,0,43.37,51.95,60.53,63.22,66.71,66.74,2,2
1415,2779,2,126,0,1,59.85,NA,NA,NA,NA,NA,4,3
1416,6030,2,126,0,0,61.04,65.95,70.86,76.09,78.9,79.18,4,NA
1417,3454,2,126,0,0,63.83,69.35,74.87,NA,NA,NA,2,4
1418,4127,2,126,0,0,37.4,NA,NA,37.94,NA,NA,1,1
1419,1740,2,126,0,1,49.61,NA,NA,66.53,NA,NA,3,2
1420,2710,2,126,0,0,49.85,NA,NA,NA,NA,NA,2,2
1421,2125,2,126,0,1,48.56,NA,NA,41.69,56.4,52.28,2,NA
1422,1126,2,126,0,1,62.99,66.1,69.21,NA,NA,NA,3,3
1423,4755,2,126,0,1,40.68,NA,NA,NA,NA,43.64,2,2
1424,3740,2,126,0,1,51.69,54.61,57.52,66.85,65.39,65.68,3,NA
1425,5236,2,126,0,0,48.62,NA,NA,NA,NA,NA,3,5
1426,2490,2,126,0,0,64.71,73.68,82.65,NA,NA,NA,2,5
1427,5545,2,126,0,1,62.11,67.33,72.54,72.67,75.96,77.44,2,3
1428,1004,2,126,0,1,NA,NA,NA,NA,NA,NA,2,2
1429,1835,2,126,0,0,66.67,69.98,73.29,91.56,91.36,94.37,5,5
1430,6627,2,126,0,1,40.44,45.22,49.99,NA,NA,NA,1,NA
1431,2643,2,126,0,1,59.14,62.08,65.02,60.61,62.9,64.11,5,4
1432,1720,2,126,0,1,51.14,55.81,60.48,NA,NA,NA,2,NA
1433,2441,2,126,0,1,59.26,NA,NA,NA,NA,NA,2,5
1434,6504,2,126,0,0,37.26,43.89,50.52,66.38,NA,NA,2,1
1435,1598,2,126,0,0,44.7,49.9,55.09,NA,NA,NA,4,5
1436,6041,2,126,0,1,38.42,NA,NA,62.81,58.38,61.44,2,1
1437,5256,2,126,0,0,59.4,63.93,68.46,71.29,74.66,76.06,1,2
1438,3259,2,126,0,0,57.32,NA,NA,NA,NA,NA,3,4
1439,5370,2,126,0,0,67.02,69.07,71.12,77.93,80.32,89.76,5,5
1440,1512,2,126,0,0,66.08,73.27,80.46,85.04,83.02,86.42,5,5
1441,6586,2,126,0,1,41.15,40.68,40.21,48.21,50.29,49.52,1,1
1442,5636,2,126,0,0,57.74,NA,NA,NA,67.55,NA,2,5
1443,5756,2,127,0,1,34.83,35.51,39.81,42.29,NA,NA,1,4
1444,5771,2,127,0,1,39.49,50.15,54.38,47.29,52.68,57.17,2,2
1445,4071,2,127,0,1,67.1,73.29,78.45,84.89,82.13,85.72,3,4
1446,3487,2,127,0,1,53.49,55.77,58.04,59.01,56.56,58.94,2,4
1447,1903,2,127,0,0,37.2,48.57,50.8,46.17,51.61,51.54,2,2
1448,1134,2,127,0,0,62.94,62.7,68.62,69.29,79.19,78.8,4,4
1449,4318,2,127,0,1,54.3,61.1,70.04,76.02,83.41,74.83,2,2
1450,1186,2,127,0,0,44.63,36.99,NA,NA,NA,NA,1,1
1451,5668,2,127,0,0,66.47,71.9,80.61,87.07,90.9,92.87,4,5
1452,1803,2,127,0,1,35.17,38.08,36.64,NA,NA,NA,2,4
1453,1832,2,127,0,1,34.81,37.75,NA,NA,NA,NA,1,NA
1454,3147,2,127,0,1,50.16,53.95,55.74,62.03,64.56,64.33,4,5
1455,6262,2,127,0,1,56.66,62.6,68.53,72.64,78.21,74.1,4,4
1456,6655,2,127,0,1,59.09,62.85,73.09,72.6,76.94,80.07,2,2
1457,4661,2,127,0,0,53.73,55.9,53.41,53.96,64.49,64.29,2,2
1458,1797,2,127,0,0,34.79,33.9,38.6,41.14,NA,NA,4,5
1459,5519,2,127,0,0,38.75,54.46,45.93,51.93,57.93,NA,2,2
1460,4640,2,127,0,0,49.16,55.47,59.49,69.09,74.9,70.34,1,NA
1461,5882,2,127,0,1,45.41,38.38,34.82,43.25,NA,NA,2,2
1462,2045,2,127,0,0,58.05,61.05,64.92,68.54,72.15,NA,3,4
1463,3085,2,127,0,1,57.54,63.33,67.1,70.47,70.47,72.71,2,2
1464,4356,2,127,0,1,47.48,58.15,53.38,67.58,67.8,70.03,2,2
1465,5540,2,127,0,1,62.58,79.64,75.66,79.53,82.43,84.31,4,3
1466,6151,2,127,0,0,70.08,NA,NA,86.12,97.39,94.56,2,2
1467,3059,2,127,0,0,53.8,54.42,57.27,65.45,65.69,65.93,2,4
1468,3847,2,127,0,0,53.51,61.16,61.11,64.41,72.31,72.23,4,2
1469,1618,2,127,0,1,58.44,55.27,67.4,68.33,70.12,71.8,2,2
1470,4721,2,127,0,1,36.42,47.77,49.46,51.67,NA,44.33,2,1
1471,5232,2,127,0,0,49.34,53.92,53.7,59.72,NA,NA,2,1
1472,6510,2,127,0,0,42.73,52.24,50.46,53.52,56.98,57.66,2,5
1473,3206,2,127,0,1,67.85,71.61,74.87,79.18,87.65,88.06,4,2
1474,2510,2,127,0,1,61.58,62.73,71.43,72.95,76.75,77.15,3,3
1475,4179,2,127,0,0,40.34,40.8,53.32,53.73,53.23,NA,2,2
1476,3581,2,127,0,1,34.3,35.56,NA,NA,NA,NA,2,2
1477,6003,2,127,0,1,46.06,55.84,58.64,63.87,66.36,NA,4,4
1478,3078,2,127,0,0,27.6,40.03,40.17,39.93,NA,NA,1,1
1479,1063,2,127,0,0,41.7,NA,NA,NA,NA,NA,2,3
1480,4792,2,127,0,1,58.13,65.82,70.5,75.27,78.31,NA,2,2
1481,5088,2,127,0,1,43.43,53.05,55.76,58.58,NA,NA,2,5
1482,3663,2,127,0,0,60.61,66.21,70.74,75.27,84.45,84.51,2,4
1483,5806,2,127,0,0,44.75,54.75,56.57,66.5,66.47,67.04,4,2
1484,2622,2,127,0,1,53.63,58.41,69.42,67.46,72.19,72.63,2,5
1485,6442,2,127,0,1,51.15,57.57,53.89,58.39,65.26,65.18,1,1
1486,6092,2,127,0,0,37.89,50.97,41.64,36.98,38.68,50.62,4,4
1487,4475,2,127,0,1,49.28,53.43,58.51,63.12,65.58,NA,2,2
1488,1946,2,127,0,0,59.69,59.65,66.17,70.6,NA,NA,2,1
1489,1874,2,127,0,1,62.88,76.62,84.94,95.26,96.72,97.55,4,5
1490,4004,2,127,0,1,34.18,43.47,35.52,NA,NA,NA,1,5
1491,4620,2,127,0,1,35.94,47.39,NA,NA,NA,NA,2,3
1492,1653,2,127,0,1,51.51,58.75,65.2,72.27,72.09,74.46,2,2
1493,6670,2,127,0,0,42.47,42.82,51.09,52.3,57.29,60.11,1,1
1494,4148,2,127,0,0,52.72,73.76,88.48,95.26,97.39,100.16,4,5
1495,3169,2,127,0,1,58.14,63.63,62.28,68.01,76.09,79.68,2,2
1496,3752,2,127,0,0,68.26,67.82,74.72,77.45,82.22,73.1,5,5
1497,1660,2,127,0,1,59.88,65.88,63.61,72.67,77.81,NA,2,2
1498,6396,2,127,0,0,42.82,57.63,66.67,71.9,85.97,84.6,5,4
1499,1023,2,127,0,0,62.19,70.96,72.72,77.06,80.11,80.47,5,4
1500,1594,2,127,0,0,62.76,63,61.36,59.71,72.4,70.86,4,5
1501,3398,2,127,0,1,48.37,NA,NA,60.75,61.2,65.52,2,1
1502,2405,2,127,0,0,58.46,61.53,66.77,75.46,77.21,79.21,4,2
1503,5151,2,127,0,0,46.35,58.14,62.01,70.23,70.98,69.46,NA,NA
1504,4933,2,127,0,1,62.33,58.85,62.07,64.78,64.59,67.51,2,5
1505,1904,2,128,0,1,44.8,55.28,64.88,68.29,71,NA,2,2
1506,2168,2,128,0,1,42.76,41.45,51.86,54.99,60.84,45.28,1,1
1507,4482,2,128,0,0,56.92,62.86,67.69,NA,NA,NA,3,3
1508,2601,2,128,0,1,46.12,NA,NA,NA,NA,NA,2,3
1509,5360,2,128,0,1,55.83,55.46,63.81,71.43,75.33,72.37,4,4
1510,4531,2,128,0,1,46.54,57.51,58.59,65.07,NA,NA,2,5
1511,4090,2,128,0,0,36.39,60.17,62.45,59.88,57.3,NA,5,5
1512,3208,2,128,0,1,67.63,NA,NA,90.55,85.33,88.69,5,NA
1513,5315,2,128,0,0,54.28,60.41,66.54,65.49,65.18,67.28,NA,NA
1514,1708,2,128,0,1,51.29,NA,NA,NA,NA,NA,1,1
1515,4361,2,128,0,1,36.23,56.84,64.54,68.65,62,65.9,4,2
1516,4559,2,128,0,1,49,54.38,64.12,72.74,73.63,75.44,4,5
1517,4981,2,128,0,0,36.38,32.99,NA,NA,NA,NA,4,NA
1518,1580,2,128,0,1,39.49,55.35,48.24,56.1,58.23,NA,2,NA
1519,6527,2,128,0,0,53.28,66.79,72.83,79.94,82.88,89.66,3,1
1520,4679,2,128,0,0,58.51,62.81,73.56,84.76,83.9,85.5,5,5
1521,6248,2,128,0,1,65.12,74.2,75.4,83.19,85.68,87.83,5,5
1522,3984,2,128,0,0,58.22,65.43,72.64,75.43,80.97,71.35,2,3
1523,6749,2,128,0,0,64.3,59.42,76,67.56,69.27,70.94,2,NA
1524,5533,2,128,0,0,58.8,NA,NA,NA,NA,NA,NA,NA
1525,5131,2,128,0,0,37.63,34.93,NA,NA,NA,NA,2,2
1526,3477,2,128,0,1,63.45,70.78,78.47,80.82,85.65,84.67,4,5
1527,4221,2,128,0,1,58.21,63.31,67.27,72.03,75.82,78.39,2,2
1528,2157,2,128,0,1,48.97,53.32,60.65,79.73,78.85,78.41,2,4
1529,6594,2,128,0,0,45.52,52.42,64.23,67.04,69.69,NA,1,1
1530,6822,2,128,0,0,54.17,58.18,63.58,69,64.6,62.78,4,4
1531,2117,2,128,0,0,61.52,54.84,62.99,75.48,77.67,80.8,2,5
1532,1877,2,128,0,0,73.01,71.1,78.85,86.61,80.33,84.92,4,4
1533,2548,2,128,0,0,59.47,62.17,67.08,71.98,78.52,83.35,4,4
1534,6033,2,128,0,1,49.78,NA,NA,NA,NA,NA,4,5
1535,6357,2,128,0,0,55.72,46.48,57.59,60.37,63.84,63.77,2,2
1536,1140,2,128,0,0,68.37,82.04,84.21,86.69,88.24,90.79,4,4
1537,5465,2,128,0,1,58.25,61.63,73.93,76.67,83.05,75.85,2,2
1538,6541,2,128,0,0,36.6,41.62,47.49,55.14,38.57,31.03,4,4
1539,4463,2,128,0,0,46.27,47.83,64.71,69.75,68.11,70.75,3,2
1540,6467,2,128,0,0,57.53,NA,NA,NA,NA,NA,2,4
1541,3012,2,128,0,1,53.46,60.09,66.72,71.02,75.82,76.44,4,5
1542,1407,2,128,0,0,66.41,72.98,82.51,80.68,82.2,88.35,5,3
1543,3097,2,128,0,1,69.14,81.82,84.74,82.97,91.37,86.89,5,4
1544,2502,2,128,0,0,61.44,67.38,80.03,85.59,85.93,90.54,3,5
1545,6759,2,128,0,0,58.32,58.7,67.11,68.89,72.72,73.89,5,2
1546,5565,2,128,0,0,35.86,31.82,37.42,40.15,38.82,39.22,2,4
1547,1321,2,128,0,1,33.54,36.43,43.26,40.37,45.35,44.99,4,4
1548,4823,2,128,0,0,60.54,71.68,76.65,81.62,81.59,84.33,2,4
1549,1047,2,128,0,1,51.44,55.69,60.44,64.07,NA,NA,2,4
1550,1560,2,128,0,0,85.07,80.48,91.67,85.8,91.71,93.08,4,4
1551,5102,2,128,0,1,47.51,46.05,59.5,NA,NA,NA,2,NA
1552,3395,2,128,0,0,48.97,54.88,60.78,NA,NA,NA,3,4
1553,6549,2,128,0,0,67.22,68.56,75.81,85.29,87.8,89.93,4,5
1554,5780,2,128,0,0,57.68,60.22,70.09,69.57,62.14,66.28,2,4
1555,3687,2,128,0,1,53.96,55.41,56.86,68.17,73.33,68.42,2,4
1556,6363,2,128,0,0,74.21,76.13,78.05,89.66,90.77,91.98,4,5
1557,6026,2,128,0,1,64.85,71.46,75.57,81.59,82.5,90.56,5,3
1558,2697,2,128,0,0,65.2,75.03,74.41,81.33,88.15,89.09,5,5
1559,6787,2,128,0,0,39.85,40.08,49.06,67.35,74.29,73.15,5,5
1560,4372,2,128,0,1,46.23,NA,NA,60.07,61.06,NA,2,NA
1561,1892,2,128,0,0,54.22,NA,NA,NA,NA,NA,1,4
1562,2559,2,128,0,0,71.32,75.82,79.37,80.19,91.45,89.34,5,5
1563,4581,2,128,0,0,54.74,60.16,66.93,74.92,73.55,75.87,4,5
1564,2916,2,129,0,1,45.03,46.84,NA,NA,NA,NA,1,1
1565,4162,2,129,0,1,50.76,55.61,55.2,54.78,NA,NA,2,2
1566,2750,2,129,0,0,61.41,67.15,60.26,72.86,77.76,81.36,2,2
1567,5237,2,129,0,0,35.28,45.83,44.79,55.69,52.33,54.8,2,2
1568,5847,2,129,0,0,34.2,35.04,39.13,NA,NA,NA,1,2
1569,4029,2,129,0,0,60.45,69.59,84.3,90.19,94.31,99.3,2,5
1570,3511,2,129,0,1,50,54.46,65.52,74.53,74.03,68.58,2,1
1571,6260,2,129,0,0,60.97,62.96,62.78,68.73,71.35,71.35,5,3
1572,2810,2,129,0,0,56.95,63.77,63.13,68.19,75.41,77.97,2,2
1573,3073,2,129,0,1,54.21,58.74,66.74,NA,NA,NA,2,NA
1574,3494,2,129,0,1,65.2,71.85,74.41,80.83,94.78,93.95,4,4
1575,1612,2,129,0,0,52.16,56.07,53.17,59.92,62.22,NA,2,4
1576,3090,2,129,0,1,38.38,47.2,61.12,56.13,63.17,59.07,2,1
1577,4159,2,129,0,0,50.21,57.51,64.81,73.02,74.51,71.72,1,2
1578,5450,2,129,0,1,70.27,76.59,81.75,80.88,86.4,94.55,4,2
1579,4644,2,129,0,1,40.95,NA,NA,62.6,NA,NA,3,2
1580,2918,2,129,0,0,68.85,73.19,78.34,84.23,89.21,95.57,2,4
1581,1190,2,129,0,0,71.01,76.16,81.51,90.01,94.31,96.39,2,2
1582,2329,2,129,0,1,43.87,45.31,48.19,58.35,67.76,74.88,2,2
1583,1988,2,129,0,0,50.34,52.68,55.01,70.13,80.95,80.35,2,2
1584,3135,2,129,0,1,53.38,62.16,66.12,67.84,69.42,71.13,2,5
1585,5779,2,129,0,0,42.85,54.82,56.88,59.56,55.4,NA,2,3
1586,5109,2,129,0,1,54.4,58.47,59.17,64.15,67.03,NA,2,2
1587,6031,2,129,0,0,34.04,43.16,55.01,52.71,57.53,57.53,2,2
1588,5785,2,129,0,1,60.57,68.66,79.12,72.76,82.61,94.55,5,4
1589,5260,2,129,0,0,48.55,53.11,51.66,61.73,NA,NA,2,3
1590,5218,2,129,0,1,53.18,53.76,54.65,65.36,61.36,57.35,2,4
1591,6577,2,129,0,0,61.4,62.37,75.27,78.98,86.73,91.04,5,4
1592,4397,2,129,0,0,53.27,58.11,68.92,76.25,83.36,92.95,2,2
1593,5832,2,129,0,0,52.43,60.49,64.34,67.91,NA,NA,2,3
1594,2243,2,129,0,0,67.27,74.77,76.41,81.29,82.35,88.15,4,2
1595,6436,2,129,0,1,37.21,35.33,NA,NA,NA,NA,2,1
1596,4552,2,129,0,1,53.4,55.73,53.35,59.96,NA,NA,2,2
1597,3350,2,129,0,0,56.02,NA,NA,63.46,NA,NA,2,4
1598,4094,2,129,0,1,64.18,69.56,80.22,74.68,93.44,92.45,3,2
1599,2049,2,129,0,1,57.08,NA,NA,NA,NA,NA,3,2
1600,5891,2,129,0,1,53.1,NA,NA,64.15,68.03,68.86,2,2
1601,4000,2,129,0,0,58.46,62.14,70.16,74.03,NA,NA,2,2
1602,3252,2,129,0,0,38.07,NA,NA,NA,NA,NA,2,2
1603,2878,2,129,0,0,54.36,58.16,53.41,65.42,79.69,77.99,5,1
1604,1041,2,129,0,0,46.17,56.87,56.31,65.87,71.17,71.83,2,2
1605,3559,2,129,0,1,49.05,NA,NA,35.96,39.09,42.21,1,2
1606,3497,2,129,0,0,51.8,50.61,54.17,59.23,62.09,61.85,2,2
1607,4884,2,129,0,0,53.72,54.23,60.52,69.84,87.22,84.9,2,2
1608,6154,2,129,0,0,NA,NA,NA,62.38,NA,NA,4,4
1609,5926,2,129,0,1,61.83,NA,NA,NA,NA,NA,3,2
1610,3721,2,129,0,0,49.42,43.91,50.99,54.83,NA,37.18,2,2
1611,6006,2,129,0,1,49.74,56.84,66.62,64.53,69.3,69.65,2,3
1612,4267,2,129,0,1,34.16,NA,NA,NA,NA,NA,2,2
1613,6184,2,129,0,1,36.92,50.51,53.32,52.42,62.65,61.43,2,2
1614,2953,2,129,0,0,66.73,77.06,80.21,84.44,84.87,87.61,2,5
1615,1749,2,129,0,1,46.18,50.03,51.29,52.55,61.87,60.9,2,2
1616,3433,2,129,0,1,51.3,54.34,57.5,62.26,62.43,65.14,2,2
1617,4063,2,129,0,1,63.05,73.69,85.39,81.74,93.11,87.44,4,4
1618,2888,2,129,0,1,49.19,NA,NA,NA,NA,64.9,2,2
1619,4507,2,129,0,0,56.61,62.01,67.17,69.16,72.84,73.09,2,3
1620,5808,2,129,0,1,39.04,35.55,32.06,NA,NA,NA,3,2
1621,5574,2,129,0,0,42.97,51.77,40.28,36.94,39.52,39.62,2,2
1622,5038,2,129,0,1,62.11,59.28,56.45,63.7,65.7,66.03,2,2
1623,1723,2,129,0,0,42.87,37.63,36.86,NA,NA,NA,2,2
1624,2268,2,129,0,1,41.21,51.8,52.69,NA,NA,NA,1,2
1625,5735,2,129,0,1,61.63,60.79,44.14,53.69,NA,NA,1,1
1626,1054,2,129,0,1,59.71,60.41,65.93,64.9,68.23,66.62,2,2
1627,3219,2,129,0,0,62.16,62.65,64.88,72.94,84.21,87.27,3,4
1628,3971,2,129,0,1,54.14,56.85,52.13,51.47,70.94,67.27,2,4
1629,2694,2,130,0,1,52.82,NA,NA,NA,NA,NA,4,NA
1630,3013,2,130,0,1,52.53,NA,NA,NA,NA,NA,2,4
1631,5493,2,130,0,1,44.72,NA,NA,NA,NA,NA,2,5
1632,2665,2,130,0,0,41.49,NA,NA,NA,NA,NA,4,5
1633,4167,2,130,0,0,59.14,NA,NA,NA,NA,NA,5,4
1634,5047,2,130,0,0,50.05,NA,NA,NA,NA,NA,4,4
1635,1867,2,130,0,1,59.69,NA,NA,NA,NA,NA,5,4
1636,3482,2,130,0,1,73.94,NA,NA,NA,NA,NA,4,5
1637,6015,2,130,0,0,51.32,NA,NA,NA,NA,NA,3,5
1638,6535,2,130,0,1,67.4,NA,NA,NA,NA,NA,3,4
1639,6774,2,130,0,0,64.22,NA,NA,NA,NA,NA,4,5
1640,3010,2,130,0,1,45.23,NA,NA,NA,NA,NA,NA,NA
1641,6846,2,130,0,0,62.96,NA,NA,NA,NA,NA,3,5
1642,2020,2,130,0,0,64.89,NA,NA,NA,NA,NA,5,5
1643,4043,2,130,0,0,37.29,NA,NA,NA,NA,78.21,2,4
1644,2747,2,130,0,0,47.63,NA,NA,NA,NA,NA,NA,NA
1645,1692,2,130,0,1,66.64,NA,NA,NA,NA,NA,4,5
1646,5950,2,130,0,0,58.51,NA,NA,NA,NA,NA,3,5
1647,2176,2,130,0,1,69.47,NA,NA,NA,NA,NA,4,5
1648,3342,2,130,0,0,69.79,NA,NA,NA,NA,NA,4,5
1649,3562,2,130,0,0,71.01,NA,NA,NA,NA,NA,3,5
1650,6860,2,130,0,1,64.01,NA,NA,NA,NA,NA,5,5
1651,2653,2,130,0,0,45.05,NA,NA,NA,NA,NA,3,5
1652,4950,2,130,0,0,47.46,NA,NA,NA,NA,NA,3,4
1653,2937,2,130,0,1,65,NA,NA,NA,NA,NA,4,5
1654,6929,2,130,0,1,84.19,NA,NA,NA,NA,NA,5,5
1655,3014,2,130,0,0,60.1,NA,NA,NA,NA,NA,4,4
