caseid,casenum,cohort,schoolid,rural,gender,math_07,math_08,math_09,math_10,math_11,math_12,mothed,fathed
4384,2380,1,236,NA,1,NA,NA,NA,56.83,NA,NA,2,2
4385,2753,1,236,NA,1,NA,NA,NA,61.19,64.14,66.16,3,5
4386,4855,1,236,NA,1,NA,NA,NA,48.33,54.55,56.07,3,NA
4387,4258,1,236,NA,1,NA,NA,NA,56.92,56.7,59.88,2,2
4388,6750,1,236,NA,0,NA,NA,NA,54.69,50.01,54.67,2,2
4389,6944,1,236,NA,1,NA,NA,NA,53.16,55.21,57.25,2,1
4390,4785,1,236,NA,1,NA,NA,NA,53.79,47.86,52.95,2,1
4391,3872,1,236,NA,1,NA,NA,NA,51.47,54.16,56.65,1,1
4392,2852,1,236,NA,0,NA,NA,NA,36.81,44.14,45.78,1,NA
4393,5770,1,236,NA,0,NA,NA,NA,43.73,48.07,50.36,2,3
4394,4222,1,236,NA,0,NA,NA,NA,61.91,59.45,69.75,4,NA
4395,6090,1,236,NA,0,NA,NA,NA,40.28,40.72,44.37,2,1
4396,2997,1,236,NA,1,NA,NA,NA,65.7,71.25,72.28,2,1
4397,2772,1,236,NA,1,NA,NA,NA,43.21,NA,NA,2,2
4398,5712,1,236,NA,1,NA,NA,NA,55.48,56.16,59.12,2,2
4399,5349,1,236,NA,1,NA,NA,NA,58.88,60.89,63.3,1,1
4400,5646,1,236,NA,1,NA,NA,NA,58.84,63.78,65.27,2,2
4401,1375,1,236,NA,0,NA,NA,NA,33.54,NA,NA,2,1
4402,4377,1,236,NA,0,NA,NA,NA,59.69,60.25,63.08,2,2
4403,3198,1,236,NA,1,NA,NA,NA,57.02,56.71,59.91,3,2
4404,5534,1,236,NA,0,NA,NA,NA,48.15,51.94,54.23,2,2
4405,4392,1,236,NA,1,NA,NA,NA,66.84,76.61,76.27,4,5
4406,1611,1,236,NA,1,NA,NA,NA,45.53,50.87,52.78,2,1
4407,5707,1,236,NA,0,NA,NA,NA,62.84,62.29,65.33,1,2
4408,3192,1,236,NA,1,NA,NA,NA,41.78,57.08,56.04,2,2
4409,4508,1,237,NA,0,NA,NA,NA,42,60.19,58.8,1,2
4410,5579,1,237,NA,0,NA,NA,NA,72.43,78.46,82.34,NA,2
4411,2541,1,237,NA,0,NA,NA,NA,52.28,74.33,69.64,5,2
4412,4106,1,237,NA,0,NA,NA,NA,42.2,55.27,NA,1,3
4413,6633,1,237,NA,0,NA,NA,NA,35.18,39.54,41.52,2,1
4414,4638,1,237,NA,1,NA,NA,NA,66.8,75.6,71.62,3,2
4415,6005,1,237,NA,0,NA,NA,NA,49.23,49.99,NA,3,2
4416,3439,1,237,NA,0,NA,NA,NA,75.05,75.66,78.61,2,5
4417,2270,1,237,NA,1,NA,NA,NA,60.65,NA,NA,2,2
4418,2891,1,237,NA,1,NA,NA,NA,48.63,59.24,63.97,2,2
4419,6945,1,237,NA,1,NA,NA,NA,56.09,64.19,NA,2,2
4420,1597,1,237,NA,1,NA,NA,NA,56.6,59.89,NA,3,2
4421,2451,1,237,NA,0,NA,NA,NA,44.82,56.63,NA,2,2
4422,2744,1,237,NA,0,NA,NA,NA,55.38,59.03,57.52,2,2
4423,1207,1,237,NA,1,NA,NA,NA,66.49,64.78,64.84,4,4
4424,1264,1,237,NA,0,NA,NA,NA,45.7,NA,NA,4,NA
4425,2056,1,237,NA,1,NA,NA,NA,53.32,58.35,NA,1,1
4426,4352,1,237,NA,0,NA,NA,NA,35.03,53.94,51.58,2,1
4427,5500,1,237,NA,1,NA,NA,NA,61.79,NA,NA,1,1
4428,5180,1,237,NA,0,NA,NA,NA,89.63,87.8,91.74,4,4
4429,3968,1,237,NA,1,NA,NA,NA,75.79,88.22,80.25,4,2
4430,3621,1,237,NA,0,NA,NA,NA,60.84,73.34,77.33,2,2
4431,5336,1,237,NA,0,NA,NA,NA,51.01,64.64,69.15,2,2
4432,1525,1,237,NA,0,NA,NA,NA,61.41,64.53,65.25,2,1
4433,5537,1,237,NA,0,NA,NA,NA,60.5,57,64.19,2,2
4434,6104,1,237,NA,0,NA,NA,NA,73,76.86,76.22,2,3
4435,4019,1,237,NA,0,NA,NA,NA,45.56,NA,NA,2,2
4436,3246,1,237,NA,0,NA,NA,NA,43.72,59.86,55.94,2,5
4437,1913,1,237,NA,0,NA,NA,NA,49.89,56.2,57.77,2,2
4438,4766,1,237,NA,1,NA,NA,NA,66.11,67.34,71.25,2,2
4439,3115,1,237,NA,1,NA,NA,NA,66.86,77.19,79.93,2,2
4440,4483,1,237,NA,0,NA,NA,NA,50.09,46.28,64.79,2,3
4441,4789,1,237,NA,0,NA,NA,NA,58.22,63.1,68.72,2,2
4442,1390,1,237,NA,1,NA,NA,NA,64.5,70.73,71.55,2,2
4443,2739,1,237,NA,0,NA,NA,NA,59.52,60.76,56.59,1,1
4444,1669,1,237,NA,1,NA,NA,NA,61.67,71.22,NA,3,2
4445,1688,1,237,NA,0,NA,NA,NA,37.17,62.66,68.25,2,3
4446,1358,1,237,NA,0,NA,NA,NA,47.37,32.5,40.63,2,2
4447,3600,1,237,NA,1,NA,NA,NA,72.3,83.44,84.91,2,2
4448,2574,1,237,NA,0,NA,NA,NA,40.29,45.07,45.46,2,2
4449,4214,1,237,NA,0,NA,NA,NA,45.8,54.89,NA,2,2
4450,5928,1,237,NA,0,NA,NA,NA,39.78,35.26,40.48,2,2
4451,4934,1,237,NA,1,NA,NA,NA,60.29,NA,NA,1,2
4452,5652,1,237,NA,0,NA,NA,NA,40.71,64.2,60.65,2,2
4453,2526,1,237,NA,0,NA,NA,NA,50.44,54.06,50.26,2,2
4454,3799,1,237,NA,0,NA,NA,NA,49.97,47.75,45.52,2,1
4455,1291,1,237,NA,0,NA,NA,NA,62.57,71.43,72.9,3,5
4456,6804,1,237,NA,0,NA,NA,NA,NA,NA,NA,2,2
4457,3526,1,237,NA,0,NA,NA,NA,38.01,60.17,56.07,3,2
4458,4350,1,237,NA,1,NA,NA,NA,NA,NA,61.49,NA,3
4459,6019,1,237,NA,1,NA,NA,NA,57.26,59.96,61.13,2,2
4460,4736,1,237,NA,1,NA,NA,NA,43.09,54.72,56.73,5,3
4461,6732,1,237,NA,1,NA,NA,NA,41.02,38.35,41.4,1,NA
4462,4442,1,237,NA,0,NA,NA,NA,58.46,66.51,79.22,4,4
4463,4936,1,237,NA,1,NA,NA,NA,57.32,61.22,55.8,2,4
4464,1328,1,237,NA,0,NA,NA,NA,39.31,55.28,54.13,2,3
4465,4444,1,237,NA,0,NA,NA,NA,40.82,53.65,47.44,2,2
4466,6886,1,237,NA,1,NA,NA,NA,NA,NA,NA,1,2
4467,3089,1,237,NA,1,NA,NA,NA,45.37,51.4,NA,2,2
4468,2413,1,237,NA,0,NA,NA,NA,39.78,44.01,40.99,2,3
4469,4801,1,237,NA,1,NA,NA,NA,69.83,74.16,76.74,2,3
4470,3582,1,238,NA,0,NA,NA,NA,50.27,64.42,62.04,2,2
4471,3895,1,238,NA,0,NA,NA,NA,63.5,NA,NA,3,2
4472,1197,1,238,NA,0,NA,NA,NA,51.85,52.75,54.09,2,2
4473,2938,1,238,NA,0,NA,NA,NA,72.93,83.91,80.69,2,1
4474,5749,1,238,NA,0,NA,NA,NA,67.88,71.31,79.29,2,2
4475,4227,1,238,NA,0,NA,NA,NA,45.83,NA,NA,2,3
4476,4899,1,238,NA,0,NA,NA,NA,40.31,61.08,59.65,1,2
4477,6201,1,238,NA,1,NA,NA,NA,56.46,61.53,63.08,2,1
4478,1666,1,238,NA,1,NA,NA,NA,53.59,63.31,60.17,1,2
4479,5843,1,238,NA,0,NA,NA,NA,52.9,71.88,NA,1,1
4480,5335,1,238,NA,1,NA,NA,NA,52.2,57.27,54.16,2,2
4481,6199,1,238,NA,1,NA,NA,NA,69.2,63.62,65.42,2,2
4482,2519,1,238,NA,1,NA,NA,NA,69.4,78.82,76.43,4,2
4483,6186,1,238,NA,0,NA,NA,NA,75.18,78.66,79.59,2,2
4484,6320,1,238,NA,1,NA,NA,NA,47.22,69.98,72.21,3,2
4485,3884,1,238,NA,0,NA,NA,NA,68.26,77.58,73.78,2,2
4486,6314,1,238,NA,0,NA,NA,NA,64.07,67.46,72.65,2,3
4487,5797,1,238,NA,0,NA,NA,NA,58.95,70.37,74.66,1,1
4488,3153,1,238,NA,0,NA,NA,NA,81.6,89.13,91.76,4,2
4489,2600,1,238,NA,1,NA,NA,NA,62.43,62.64,61.5,2,1
4490,1767,1,238,NA,0,NA,NA,NA,58.5,56.62,61.39,2,2
4491,5361,1,238,NA,0,NA,NA,NA,75.17,87.26,85.86,2,3
4492,4868,1,238,NA,1,NA,NA,NA,50.52,66.28,63.14,2,1
4493,2644,1,238,NA,0,NA,NA,NA,61.45,59.19,67.21,2,2
4494,4568,1,238,NA,1,NA,NA,NA,53.77,48.34,59.67,4,2
4495,1925,1,238,NA,1,NA,NA,NA,NA,NA,NA,1,2
4496,2163,1,238,NA,1,NA,NA,NA,67.88,68.75,73.3,2,2
4497,6144,1,238,NA,1,NA,NA,NA,68.61,NA,NA,4,2
4498,2889,1,238,NA,0,NA,NA,NA,54.96,56.14,NA,2,2
4499,4344,1,238,NA,1,NA,NA,NA,68.29,75.35,71.4,2,2
4500,6624,1,238,NA,1,NA,NA,NA,65.2,70.49,68.67,3,2
4501,1505,1,238,NA,1,NA,NA,NA,65.53,74.57,78.25,2,4
4502,2550,1,238,NA,1,NA,NA,NA,74.68,79.78,80.01,5,5
4503,1696,1,238,NA,0,NA,NA,NA,52.71,55.14,64.4,2,2
4504,5755,1,238,NA,0,NA,NA,NA,68.05,73.83,72.99,2,2
4505,3605,1,238,NA,1,NA,NA,NA,64.51,63,66.28,3,2
4506,3473,1,238,NA,1,NA,NA,NA,70.16,77.72,78.41,2,2
4507,4321,1,238,NA,0,NA,NA,NA,72.33,82.08,80.5,2,2
4508,6559,1,238,NA,0,NA,NA,NA,88.62,91.29,94.63,2,2
4509,3261,1,238,NA,0,NA,NA,NA,56.27,57.11,58.14,2,2
4510,6265,1,238,NA,1,NA,NA,NA,69.17,NA,NA,4,4
4511,1310,1,238,NA,0,NA,NA,NA,94.2,92.21,90.22,4,4
4512,4477,1,238,NA,0,NA,NA,NA,61.74,69.01,65.78,2,2
4513,5633,1,238,NA,0,NA,NA,NA,56.16,55.97,61.21,2,2
4514,3071,1,238,NA,1,NA,NA,NA,59.41,66.55,73.69,2,2
4515,6718,1,238,NA,0,NA,NA,NA,68.17,70.68,72.07,2,2
4516,2315,1,238,NA,0,NA,NA,NA,55.22,63.03,NA,2,2
4517,2902,1,238,NA,0,NA,NA,NA,66.73,78.51,81.57,5,2
4518,3615,1,238,NA,0,NA,NA,NA,69.27,81.26,83.56,2,2
4519,2491,1,238,NA,0,NA,NA,NA,70.89,73.82,76.75,2,2
4520,6724,1,238,NA,0,NA,NA,NA,93.23,87.54,87.67,4,5
4521,3807,1,238,NA,1,NA,NA,NA,60.14,65.71,68.24,2,2
4522,4907,1,238,NA,0,NA,NA,NA,59.9,NA,NA,2,2
4523,6274,1,238,NA,0,NA,NA,NA,60.75,57.93,63.59,2,2
4524,1056,1,238,NA,0,NA,NA,NA,75.04,76.82,78.6,2,4
4525,3112,1,238,NA,0,NA,NA,NA,52.11,NA,NA,2,2
4526,4223,1,238,NA,1,NA,NA,NA,72.28,82.04,78.13,4,3
4527,5908,1,238,NA,0,NA,NA,NA,NA,47.33,NA,5,2
4528,4915,1,238,NA,0,NA,NA,NA,56.3,54.06,58.3,2,1
4529,2367,1,238,NA,0,NA,NA,NA,48.09,61.07,54.21,3,2
4530,3492,1,238,NA,1,NA,NA,NA,69.8,68.03,66.47,2,2
4531,2002,1,238,NA,0,NA,NA,NA,82.38,82.56,89.41,2,2
4532,2585,1,238,NA,0,NA,NA,NA,56.27,59.89,61.9,2,1
4533,2347,1,238,NA,0,NA,NA,NA,64.5,61.98,60.23,2,2
4534,2084,1,238,NA,1,NA,NA,NA,66,77.4,73.67,4,4
4535,3464,1,238,NA,1,NA,NA,NA,70.09,72.64,72.21,2,2
4536,6162,1,238,NA,1,NA,NA,NA,67.33,74.53,NA,1,4
4537,3304,1,238,NA,1,NA,NA,NA,46.51,56.5,56.93,1,1
4538,2700,1,238,NA,1,NA,NA,NA,71.69,78.68,80.91,2,2
4539,5600,1,238,NA,1,NA,NA,NA,74.76,75.08,83.34,2,2
4540,5868,1,238,NA,1,NA,NA,NA,68.52,NA,NA,2,2
4541,6329,1,238,NA,1,NA,NA,NA,79.91,77.56,81.56,2,2
4542,5498,1,238,NA,0,NA,NA,NA,56.5,63.41,62.38,2,1
4543,1239,1,238,NA,0,NA,NA,NA,80.95,89.24,88.4,2,2
4544,6444,1,238,NA,1,NA,NA,NA,61.76,NA,NA,2,2
4545,4414,1,238,NA,1,NA,NA,NA,64.48,64.65,67.4,2,2
4546,1164,1,238,NA,0,NA,NA,NA,65.64,67.68,68.83,2,NA
4547,5478,1,238,NA,1,NA,NA,NA,59.84,59.72,60.93,1,1
4548,5656,1,238,NA,1,NA,NA,NA,75.03,76.67,76.45,2,2
4549,2517,1,238,NA,1,NA,NA,NA,59.89,62.93,63.36,2,2
4550,4240,1,238,NA,0,NA,NA,NA,66.38,67.49,69.87,2,2
4551,4711,1,238,NA,1,NA,NA,NA,48.63,56.79,50.8,2,2
4552,5654,1,238,NA,0,NA,NA,NA,NA,NA,NA,2,2
4553,1263,1,238,NA,1,NA,NA,NA,55.66,63.86,NA,NA,NA
4554,1277,1,238,NA,0,NA,NA,NA,53.9,NA,NA,1,2
4555,1467,1,239,NA,1,NA,NA,NA,39.48,42.94,NA,1,2
4556,5291,1,239,NA,0,NA,NA,NA,51.06,52,55.06,2,3
4557,1058,1,239,NA,0,NA,NA,NA,72.52,80.26,76.52,4,4
4558,4874,1,239,NA,1,NA,NA,NA,41.44,41.95,48.71,1,1
4559,3005,1,239,NA,1,NA,NA,NA,55.48,59.55,59.8,1,NA
4560,2654,1,239,NA,0,NA,NA,NA,69.89,68.5,73.78,2,2
4561,5107,1,239,NA,1,NA,NA,NA,62.24,65.86,NA,1,1
4562,3081,1,239,NA,0,NA,NA,NA,51.07,43.65,NA,3,2
4563,2145,1,239,NA,1,NA,NA,NA,65.05,68.78,73.96,2,2
4564,6716,1,239,NA,0,NA,NA,NA,34.26,35.31,NA,2,2
4565,6132,1,239,NA,0,NA,NA,NA,45.18,56.64,54,1,NA
4566,5178,1,239,NA,1,NA,NA,NA,72.86,78.32,73.4,2,2
4567,6036,1,239,NA,0,NA,NA,NA,58.02,60.14,62.55,1,1
4568,6598,1,239,NA,1,NA,NA,NA,65.1,58.02,63.01,2,1
4569,2119,1,239,NA,1,NA,NA,NA,61.92,58.97,60.82,2,2
4570,6544,1,239,NA,0,NA,NA,NA,74.97,77.15,75.74,4,NA
4571,5664,1,239,NA,0,NA,NA,NA,68.88,74.41,73.18,2,2
4572,6330,1,239,NA,0,NA,NA,NA,65.25,61.06,53.57,2,2
4573,1028,1,239,NA,1,NA,NA,NA,57.52,61.48,65.79,2,2
4574,5803,1,239,NA,1,NA,NA,NA,83.51,79.8,95.53,2,2
4575,6178,1,239,NA,0,NA,NA,NA,56.68,58.55,57.91,1,2
4576,3064,1,239,NA,1,NA,NA,NA,64.79,68.97,74.62,2,2
4577,1662,1,239,NA,1,NA,NA,NA,48.78,NA,NA,1,1
4578,4499,1,239,NA,0,NA,NA,NA,54.53,56.05,51.57,2,2
4579,5321,1,239,NA,1,NA,NA,NA,63.78,60.21,55.14,3,2
4580,4002,1,239,NA,1,NA,NA,NA,76.2,77.47,81.41,3,2
4581,4184,1,239,NA,1,NA,NA,NA,56.01,61.2,60.54,2,2
4582,3760,1,239,NA,0,NA,NA,NA,67.27,67.3,62.75,1,3
4583,2159,1,239,NA,0,NA,NA,NA,42.62,51.44,49.24,1,1
4584,2398,1,239,NA,0,NA,NA,NA,79.59,79.68,79.28,2,2
4585,1336,1,239,NA,0,NA,NA,NA,54.57,60.21,61.66,1,2
4586,3501,1,239,NA,0,NA,NA,NA,55.2,67.64,74.94,5,2
4587,3373,1,239,NA,1,NA,NA,NA,NA,NA,NA,1,1
4588,6017,1,239,NA,1,NA,NA,NA,55.02,58.71,58.19,4,4
4589,6754,1,239,NA,1,NA,NA,NA,54.95,57.27,59.74,1,1
4590,6244,1,239,NA,1,NA,NA,NA,65.3,71.93,75.14,1,1
4591,4190,1,239,NA,0,NA,NA,NA,69.78,71.15,76.4,3,2
4592,3980,1,239,NA,1,NA,NA,NA,62.88,57.73,61.7,2,2
4593,6065,1,239,NA,0,NA,NA,NA,62.11,NA,NA,1,2
4594,3156,1,239,NA,0,NA,NA,NA,42.43,51.27,53.49,1,1
4595,5872,1,239,NA,0,NA,NA,NA,60.75,62.31,60.52,2,4
4596,1055,1,239,NA,0,NA,NA,NA,38.76,46.73,43.27,2,3
4597,1845,1,239,NA,0,NA,NA,NA,61.16,61.1,NA,2,4
4598,2240,1,239,NA,1,NA,NA,NA,54.99,53.37,55.68,1,1
4599,2357,1,239,NA,0,NA,NA,NA,43.28,53.82,NA,2,2
4600,4985,1,239,NA,0,NA,NA,NA,72.65,67.93,80.99,4,5
4601,5245,1,239,NA,0,NA,NA,NA,61.87,64.11,67.5,2,3
4602,6829,1,239,NA,1,NA,NA,NA,49.58,51.01,48.39,1,2
4603,5853,1,239,NA,1,NA,NA,NA,44.6,50.03,46.81,2,2
4604,1768,1,239,NA,0,NA,NA,NA,52.81,59.9,57.45,2,2
4605,4257,1,239,NA,0,NA,NA,NA,NA,NA,NA,2,1
4606,5617,1,239,NA,0,NA,NA,NA,84.17,84.27,90.33,2,4
4607,5310,1,239,NA,1,NA,NA,NA,52.6,58.83,62.37,2,1
4608,4565,1,239,NA,1,NA,NA,NA,61.83,NA,NA,2,2
4609,3432,1,239,NA,1,NA,NA,NA,44.67,44.84,41.14,2,1
4610,3651,1,239,NA,1,NA,NA,NA,53.03,57.52,59.39,2,1
4611,1849,1,239,NA,1,NA,NA,NA,65.57,67.24,70,2,2
4612,1715,1,239,NA,1,NA,NA,NA,73.01,79.92,78.23,2,4
4613,4641,1,240,NA,1,NA,NA,NA,42.83,36.03,41.83,5,3
4614,3598,1,240,NA,1,NA,NA,NA,33.68,41.74,49.8,2,1
4615,2260,1,240,NA,1,NA,NA,NA,32.43,40.81,49.19,2,4
4616,2529,1,240,NA,0,NA,NA,NA,48.89,44.52,NA,2,3
4617,3190,1,240,NA,0,NA,NA,NA,59.12,61.19,73.59,2,2
4618,2282,1,240,NA,1,NA,NA,NA,54.65,50.98,55.33,2,2
4619,1516,1,240,NA,0,NA,NA,NA,63.78,NA,NA,2,3
4620,5615,1,240,NA,0,NA,NA,NA,67.54,67.1,69.2,3,4
4621,6096,1,240,NA,0,NA,NA,NA,62.04,62.25,62.45,2,4
4622,5769,1,240,NA,1,NA,NA,NA,74.24,77.73,79.05,2,2
4623,5027,1,240,NA,1,NA,NA,NA,61.14,70.6,70.59,2,2
4624,6476,1,240,NA,1,NA,NA,NA,NA,NA,NA,1,1
4625,4929,1,240,NA,0,NA,NA,NA,65.37,67.66,75.09,3,2
4626,6868,1,240,NA,1,NA,NA,NA,50.95,57.82,64.69,2,2
4627,1486,1,240,NA,1,NA,NA,NA,65.61,66.95,73.94,2,3
4628,3788,1,240,NA,0,NA,NA,NA,74.98,70.74,74.22,4,4
4629,3017,1,240,NA,1,NA,NA,NA,NA,NA,NA,1,1
4630,2300,1,240,NA,0,NA,NA,NA,84.07,88.43,85.99,2,2
4631,3664,1,240,NA,1,NA,NA,NA,67.49,64.08,68.17,2,2
4632,5426,1,240,NA,0,NA,NA,NA,66.23,72.37,73.19,2,2
4633,1070,1,240,NA,0,NA,NA,NA,71.16,74.57,83.01,2,4
4634,2038,1,240,NA,0,NA,NA,NA,68.28,64.77,68.52,2,2
4635,1367,1,240,NA,1,NA,NA,NA,77.74,85.84,84.4,5,3
4636,1772,1,240,NA,0,NA,NA,NA,60.86,66.75,72.64,2,2
4637,1327,1,240,NA,1,NA,NA,NA,89.93,89.81,89.69,4,5
4638,3565,1,240,NA,0,NA,NA,NA,63.59,62.26,64.83,1,3
4639,2506,1,240,NA,1,NA,NA,NA,46.17,47.89,50.9,2,2
4640,5893,1,240,NA,1,NA,NA,NA,59.65,NA,NA,5,2
4641,4807,1,240,NA,1,NA,NA,NA,51.77,64.38,64.01,4,2
4642,5752,1,240,NA,1,NA,NA,NA,44.2,56.34,56.18,2,NA
4643,6619,1,240,NA,0,NA,NA,NA,55.72,NA,NA,1,2
4644,2170,1,240,NA,0,NA,NA,NA,85.65,89.29,87.68,4,5
4645,6227,1,240,NA,0,NA,NA,NA,78.34,81.18,79.84,2,2
4646,1582,1,240,NA,0,NA,NA,NA,63.58,69.69,69.81,4,5
4647,1119,1,240,NA,0,NA,NA,NA,52.98,NA,NA,1,2
4648,2223,1,240,NA,1,NA,NA,NA,53.62,57.84,59.77,2,2
4649,6412,1,240,NA,1,NA,NA,NA,63.39,NA,NA,2,4
4650,1477,1,240,NA,1,NA,NA,NA,54.6,57.28,57.28,1,2
4651,5691,1,240,NA,1,NA,NA,NA,73.03,78.25,75.64,5,5
4652,1851,1,240,NA,1,NA,NA,NA,52.78,61.06,59.92,2,NA
4653,6621,1,240,NA,0,NA,NA,NA,77.44,82.18,82.34,2,4
4654,1220,1,240,NA,0,NA,NA,NA,53.49,60.66,62.21,1,1
4655,6900,1,240,NA,0,NA,NA,NA,50.98,NA,NA,2,2
4656,4394,1,240,NA,0,NA,NA,NA,49.67,53.69,57.71,2,2
4657,5876,1,240,NA,0,NA,NA,NA,68.92,68.44,74.01,4,2
4658,5523,1,240,NA,0,NA,NA,NA,75.22,70.8,73.02,3,2
4659,3877,1,240,NA,1,NA,NA,NA,57.28,53.46,45.27,3,2
4660,2560,1,240,NA,1,NA,NA,NA,32.92,29.3,35.77,3,2
4661,4333,1,240,NA,0,NA,NA,NA,67.19,68.64,74,3,3
4662,5323,1,240,NA,1,NA,NA,NA,54.27,53.2,52.13,2,3
4663,5137,1,240,NA,0,NA,NA,NA,66.23,82.81,78.08,2,5
4664,5575,1,240,NA,1,NA,NA,NA,65.06,62.91,68.32,2,1
4665,2923,1,240,NA,1,NA,NA,NA,57.77,55.71,61.23,3,2
4666,2140,1,240,NA,1,NA,NA,NA,42.77,50.19,51.56,2,2
4667,5122,1,240,NA,0,NA,NA,NA,69.87,NA,NA,2,2
4668,4598,1,240,NA,1,NA,NA,NA,66.03,69.84,68.73,2,3
4669,3294,1,240,NA,1,NA,NA,NA,68.98,73.54,71.21,2,2
4670,3915,1,240,NA,1,NA,NA,NA,47.29,60.56,55.53,2,4
4671,6696,1,240,NA,1,NA,NA,NA,75.58,77.65,75.89,2,3
4672,3686,1,240,NA,0,NA,NA,NA,46.15,50.06,52.33,2,NA
4673,1538,1,241,NA,0,NA,NA,NA,51.45,44.4,59.87,2,3
4674,1204,1,241,NA,1,NA,NA,NA,78.35,81.41,82.39,2,2
4675,4102,1,241,NA,1,NA,NA,NA,64.81,68.99,70.48,1,1
4676,1360,1,241,NA,0,NA,NA,NA,65.9,74.95,74.7,2,2
4677,1271,1,241,NA,0,NA,NA,NA,63.96,63.33,64.19,2,2
4678,1049,1,241,NA,1,NA,NA,NA,58.78,64.09,62.96,5,5
4679,2688,1,241,NA,1,NA,NA,NA,52.28,61.52,61.94,2,3
4680,3313,1,241,NA,0,NA,NA,NA,62.47,65.76,67.99,2,NA
4681,2686,1,241,NA,1,NA,NA,NA,68.63,72.59,77.82,5,4
4682,3079,1,241,NA,1,NA,NA,NA,78.58,78.97,79.82,2,1
4683,5840,1,241,NA,1,NA,NA,NA,50.08,66.23,NA,1,1
4684,1907,1,241,NA,1,NA,NA,NA,53.22,NA,NA,1,2
4685,4033,1,241,NA,1,NA,NA,NA,64.95,67.28,71.22,2,1
4686,2031,1,241,NA,1,NA,NA,NA,60.94,59.23,57.52,2,2
4687,2730,1,241,NA,0,NA,NA,NA,60.9,65.28,67.57,2,2
4688,4412,1,241,NA,0,NA,NA,NA,45.97,66.35,63.55,1,3
4689,2124,1,241,NA,0,NA,NA,NA,73.04,75.81,78.58,4,4
4690,5807,1,241,NA,1,NA,NA,NA,45.17,59.25,55.22,1,1
4691,4385,1,241,NA,1,NA,NA,NA,NA,NA,NA,1,1
4692,4207,1,241,NA,0,NA,NA,NA,80.37,84.12,87.86,2,2
4693,6460,1,241,NA,1,NA,NA,NA,53.3,53.44,56.66,1,2
4694,1648,1,241,NA,1,NA,NA,NA,45.96,53.54,54.73,2,1
4695,4364,1,241,NA,1,NA,NA,NA,48.03,51.06,NA,1,1
4696,1951,1,241,NA,1,NA,NA,NA,52.96,NA,NA,2,1
4697,3091,1,241,NA,1,NA,NA,NA,35.9,51.62,43.01,2,2
4698,1348,1,241,NA,1,NA,NA,NA,59.39,69.07,69.06,3,2
4699,4942,1,241,NA,0,NA,NA,NA,38.67,48.16,57.64,1,2
4700,4290,1,241,NA,1,NA,NA,NA,72.44,77.07,78.11,1,2
4701,2725,1,241,NA,1,NA,NA,NA,52.55,64.22,63.87,2,2
4702,1432,1,241,NA,1,NA,NA,NA,31.6,53.98,51.14,2,2
4703,3374,1,241,NA,0,NA,NA,NA,63.88,64.36,64.84,3,2
4704,5487,1,241,NA,0,NA,NA,NA,60.24,63.32,65.34,2,2
4705,1182,1,241,NA,0,NA,NA,NA,72.94,NA,NA,1,2
4706,6009,1,241,NA,0,NA,NA,NA,57.76,NA,NA,3,3
4707,6238,1,241,NA,1,NA,NA,NA,NA,NA,NA,5,2
4708,3670,1,241,NA,1,NA,NA,NA,56.93,56.2,58.66,1,1
4709,2216,1,241,NA,1,NA,NA,NA,62.52,67.66,68.94,2,2
4710,5695,1,241,NA,0,NA,NA,NA,42.22,61.76,59.38,2,2
4711,6393,1,241,NA,1,NA,NA,NA,36.39,62.86,58.55,2,4
4712,6511,1,241,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
4713,1437,1,241,NA,1,NA,NA,NA,64.22,NA,NA,2,2
4714,6057,1,241,NA,0,NA,NA,NA,36.71,53.35,52,2,2
4715,2461,1,241,NA,0,NA,NA,NA,NA,NA,NA,3,2
4716,1048,1,241,NA,1,NA,NA,NA,54.7,58.45,62.2,1,2
4717,3905,1,241,NA,0,NA,NA,NA,63.49,67.92,69.38,1,2
4718,3404,1,241,NA,1,NA,NA,NA,42.65,NA,NA,NA,4
4719,6761,1,241,NA,0,NA,NA,NA,53.76,65.17,64.85,2,2
4720,5975,1,241,NA,0,NA,NA,NA,48.98,NA,NA,2,2
4721,6491,1,241,NA,1,NA,NA,NA,71.13,73.71,76.29,4,2
4722,5989,1,241,NA,1,NA,NA,NA,67.71,67.58,70.3,4,3
4723,2711,1,241,NA,1,NA,NA,NA,59.38,62.89,64.81,1,2
4724,1408,1,241,NA,1,NA,NA,NA,51.59,53.6,56.3,2,2
4725,2371,1,241,NA,0,NA,NA,NA,59.48,61.18,63.66,1,1
4726,1160,1,241,NA,0,NA,NA,NA,45.35,NA,NA,1,1
4727,5304,1,241,NA,1,NA,NA,NA,NA,66.53,NA,2,2
4728,3437,1,241,NA,0,NA,NA,NA,58.34,55.06,60.43,2,2
4729,2790,1,241,NA,1,NA,NA,NA,64.07,NA,NA,1,1
4730,5674,1,242,NA,1,NA,NA,NA,55.18,62.53,66.18,4,4
4731,4430,1,242,NA,0,NA,NA,NA,79.82,79.64,83.08,4,5
4732,1020,1,242,NA,0,NA,NA,NA,80.43,84.6,85.46,2,2
4733,4324,1,242,NA,0,NA,NA,NA,68.39,74.31,75.11,2,2
4734,4578,1,242,NA,1,NA,NA,NA,67.71,65.03,67.01,2,4
4735,1099,1,242,NA,1,NA,NA,NA,62.19,69,71.12,2,3
